name	task	errors	der_level3	der_level4	der_level5	der_level6	group	mci	freq_finite_forms	freq_aux	num_inf	num_gerunds	num_pres_sing	num_pres_plur	num_past_part	num_past_simple	Symbols	Tokens	Length
2014_VKo_20_2,txt	argumentative	2	0.065	0.078	0.026	0.052	1	5.25	0.392857143	0.75	14	1	3	0	6	10	1511	249	200+
2014_VKo_32_2,txt	argumentative	2	0.022	0.130	0.087	0.043	1	2.5	0.47826087	0.608695652	12	0	4	0	1	7	1047	181	150+
2014_VPe_20_2,txt	argumentative	2	0.045	0.135	0.101	0.022	1	3.5	0.25	0.416666667	20	13	8	0	8	3	1655	281	250+
2014_VPe_25_2,txt	argumentative	2	0.032	0.113	0.065	0.032	1	5	0.35483871	0.903225806	24	2	6	0	3	6	1464	270	250+
2014_VPe_39_2,txt	argumentative	2	0.075	0.113	0.151	0.019	1	3.25	0.44	0.72	14	0	3	0	4	4	1273	219	200+
2014_VPe_40_2,txt	argumentative	2	0.039	0.118	0.118	0.000	1	1.5	0.6	0.8	10	0	6	0	1	2	1402	250	250+
2014_VPe_44_2,txt	argumentative	2	0.047	0.066	0.047	0.028	1	2	0.30952381	0.952380952	24	2	15	0	17	10	2267	390	350+
2014_VPe_47_2,txt	argumentative	2	0.085	0.117	0.043	0.043	1	4.5	0.333333333	0.861111111	19	5	17	0	0	6	2061	350	350+
2014_VPe_50_2,txt	argumentative	2	0.058	0.101	0.087	0.072	1	2.5	0.586206897	0.448275862	11	1	13	0	1	2	1571	266	250+
2014_ZEv_11_2,txt	argumentative	2	0.040	0.050	0.099	0.050	1	5.25	0.211538462	0.519230769	24	10	10	0	6	2	2164	360	350+
2014_ZEv_16_2,txt	argumentative	2	0.019	0.058	0.029	0.039	1	5.25	0.326923077	0.5	18	10	17	0	7	3	1989	327	300+
2014_ZEv_22_2,txt	argumentative	2	0.042	0.056	0.042	0.028	1	2	0.465116279	0.837209302	26	0	12	0	4	8	1984	355	350+
2014_ZEv_23_2,txt	argumentative	2	0.020	0.061	0.102	0.061	1	3	0.5	1.166666667	13	0	6	0	1	2	1352	227	200+
2014_ZEv_37_2,txt	argumentative	2	0.091	0.055	0.082	0.027	1	3.5	0.428571429	0.673469388	17	3	8	0	14	4	2272	382	350+
2015_KT_15_2,txt	argumentative	2	0.047	0.209	0.163	0.047	1	3.5	0.380952381	0.571428571	11	0	9	0	1	1	950	170	150+
2015_KT_2_2,txt	argumentative	2	0.056	0.156	0.122	0.033	1	2.75	0.3125	0.59375	16	6	9	0	4	2	1790	299	250+
2016_EKu_125_2,txt	argumentative	2	0.150	0.083	0.083	0.050	1	1.25	0.421052632	0.526315789	20	3	8	0	1	6	1608	281	250+
2016_EKu_161_2,txt	argumentative	2	0.074	0.130	0.056	0.019	1	4.25	0.307692308	0.807692308	15	1	6	0	5	10	1135	194	150+
2016_EKu_39_2,txt	argumentative	2	0.018	0.036	0.055	0.000	1	3.5	0.147058824	0.764705882	12	6	6	0	12	4	2072	326	300+
2016_EKu_61_2,txt	argumentative	2	0.090	0.064	0.051	0.000	1	4.5	0.236842105	0.447368421	15	10	14	0	1	1	1520	246	200+
2016_EKu_77_2,txt	argumentative	2	0.042	0.063	0.031	0.063	1	4	0.395833333	0.5	18	7	4	0	6	1	1837	311	300+
2016_JSl_1_2,txt	argumentative	2	0.063	0.021	0.021	0.125	1	2.75	0.28	0.48	14	0	5	0	4	2	1280	228	200+
2016_JSl_102_2,txt	argumentative	2	0.099	0.111	0.074	0.099	1	3.25	0.425	0.375	14	3	11	0	2	5	1625	267	250+
2016_JSl_103_2,txt	argumentative	2	0.014	0.028	0.042	0.028	1	1.25	0.296296296	0.925925926	21	0	6	0	2	2	1490	252	250+
2016_JSl_104_2,txt	argumentative	2	0.036	0.060	0.024	0.095	1	4.75	0.421052632	0.342105263	15	2	9	0	3	2	1608	264	250+
2016_JSl_2_2,txt	argumentative	2	0.104	0.060	0.075	0.104	1	5.75	0.444444444	0.666666667	13	0	10	0	4	2	1307	215	200+
2016_JSl_32_2,txt	argumentative	2	0.069	0.014	0.028	0.208	1	4.75	0.387096774	0.451612903	15	3	8	0	2	3	1384	243	200+
2016_JSl_39_2,txt	argumentative	2	0.054	0.071	0.089	0.054	1	2.25	0.423076923	0.769230769	18	0	1	0	2	3	1277	214	200+
2016_JSl_46_2,txt	argumentative	2	0.033	0.066	0.000	0.115	1	1.25	0.243243243	0.594594595	29	1	7	0	0	3	1525	285	250+
2016_JSl_47_2,txt	argumentative	2	0.013	0.101	0.076	0.089	1	4.25	0.34375	0.53125	15	4	10	0	6	1	1615	278	250+
2016_JSl_5_2,txt	argumentative	2	0.117	0.085	0.096	0.085	1	3.25	0.225806452	0.741935484	16	4	7	0	3	5	1710	285	250+
2016_JSl_59_2,txt	argumentative	2	0.078	0.058	0.058	0.019	1	5	0.294117647	0.382352941	9	5	8	0	8	1	1868	309	300+
2016_JSl_6_2,txt	argumentative	2	0.065	0.108	0.043	0.043	1	3.25	0.44	0.56	14	1	2	0	0	8	1486	245	200+
2016_JSl_70_2,txt	argumentative	2	0.065	0.033	0.054	0.011	1	3.75	0.475	0.525	13	1	9	0	2	9	1850	305	300+
2016_JSl_86_2,txt	argumentative	2	0.027	0.136	0.036	0.009	1	3	0.428571429	0.238095238	14	3	5	1	0	0	1892	297	250+
2016_LKa_2_2,txt	argumentative	2	0.045	0.061	0.030	0.015	1	2	0.540540541	0.378378378	11	5	4	1	0	0	1538	261	250+
2016_MTsy_16_2,txt	argumentative	2	0.095	0.071	0.119	0.095	1	1.75	0.222222222	0.703703704	18	1	11	0	3	3	1270	235	200+
2016_MTsy_17_2,txt	argumentative	2	0.053	0.064	0.074	0.021	1	7.5	0.34375	0.65625	12	4	15	0	6	1	1702	282	250+
2016_MTsy_24_2,txt	argumentative	2	0.033	0.078	0.078	0.033	1	3.25	0.2	0.742857143	23	3	8	0	6	3	1859	307	300+
2016_MTsy_29_2,txt	argumentative	2	0.037	0.111	0.074	0.074	1	4.25	0.45	0.7	5	4	8	0	0	2	1173	203	200+
2016_MTsy_30_2,txt	argumentative	2	0.037	0.111	0.074	0.037	1	3.25	0.34375	0.90625	20	3	12	0	5	4	1650	307	300+
2016_MTsy_34_2,txt	argumentative	2	0.021	0.084	0.032	0.042	1	4.25	0.35	0.625	20	7	9	0	9	6	1760	301	300+
2016_MTsy_35_2,txt	argumentative	2	0.026	0.104	0.026	0.169	1	3.25	0.363636364	0.818181818	22	0	4	0	3	0	1658	276	250+
2016_MTsy_39_2,txt	argumentative	2	0.056	0.085	0.085	0.042	1	3.5	0.346153846	0.769230769	15	3	8	0	0	3	1500	252	250+
2016_MTsy_47_2,txt	argumentative	2	0.053	0.013	0.053	0.079	1	4.5	0.35483871	0.580645161	9	7	9	0	2	4	1693	302	300+
2016_MTsy_52_2,txt	argumentative	2	0.098	0.059	0.176	0.059	1	3.5	0.4	0.64	12	2	11	1	2	4	1337	234	200+
2016_NMa_1_2,txt	argumentative	2	0.075	0.151	0.075	0.065	1	5.75	0.346153846	0.807692308	15	0	8	0	4	12	1791	289	250+
2016_NMa_23_2,txt	argumentative	2	0.057	0.080	0.034	0.068	1	3.5	0.452380952	0.452380952	17	2	12	0	3	5	1880	302	300+
2016_OR_100_2,txt	argumentative	2	0.055	0.110	0.154	0.044	1	4.25	0.212121212	0.787878788	19	4	6	0	6	5	1776	310	300+
2016_OR_101_2,txt	argumentative	2	0.016	0.063	0.095	0.111	1	2.5	0.387096774	0.677419355	11	6	13	0	5	6	1453	257	250+
2016_OR_114_2,txt	argumentative	2	0.065	0.081	0.097	0.097	1	5	0.346153846	0.576923077	10	0	6	0	9	3	1260	215	200+
2016_OR_12_2,txt	argumentative	2	0.029	0.101	0.116	0.072	1	3.5	0.322580645	0.741935484	19	2	4	0	4	5	1540	267	250+
2016_OR_126_2,txt	argumentative	2	0.015	0.061	0.076	0.106	1	2.25	0.47826087	1	8	5	8	0	0	3	1572	269	250+
2016_OR_24_2,txt	argumentative	2	0.086	0.121	0.017	0.172	1	4	0.333333333	1.142857143	15	2	11	0	0	7	1358	229	200+
2016_OR_25_2,txt	argumentative	2	0.016	0.016	0.125	0.047	1	3.25	0.357142857	0.678571429	14	4	8	0	1	3	1578	281	250+
2016_OR_3_2,txt	argumentative	2	0.059	0.059	0.044	0.074	1	3.25	0.4375	0.59375	18	0	9	0	2	5	1612	278	250+
2016_OR_30_2,txt	argumentative	2	0.021	0.083	0.021	0.042	1	0	0.48	0.4	12	1	2	0	0	0	1161	202	200+
2016_OR_35_2,txt	argumentative	2	0.085	0.064	0.085	0.000	1	2.5	0.1875	0.59375	24	1	6	0	4	1	1435	265	250+
2016_OR_39_2,txt	argumentative	2	0.000	0.083	0.000	0.000	1	1.5	0.333333333	0.133333333	8	2	3	0	0	0	443	87	<150
2016_OR_44_2,txt	argumentative	2	0.029	0.029	0.029	0.086	1	4	0.380952381	0.523809524	9	2	4	0	4	4	793	139	<150
2016_OR_5_2,txt	argumentative	2	0.026	0.091	0.013	0.065	1	1.75	0.294117647	0.441176471	21	2	6	0	0	5	1368	236	200+
2016_OR_58_2,txt	argumentative	2	0.063	0.084	0.074	0.084	1	4	0.428571429	0.619047619	22	1	15	0	5	3	1958	346	300+
2016_OR_64_2,txt	argumentative	2	0.084	0.096	0.133	0.060	1	3.75	0.321428571	0.714285714	14	3	7	0	4	5	1726	279	250+
2016_OR_94_2,txt	argumentative	2	0.070	0.105	0.088	0.070	1	3.5	0.413043478	0.434782609	17	9	9	0	3	8	2160	346	300+
2016_ZEv_1_2,txt	argumentative	2	0.033	0.067	0.033	0.067	1	2.5	0.111111111	0.851851852	21	4	7	0	0	3	1457	253	250+
2016_ZEv_24_2,txt	argumentative	2	0.066	0.066	0.082	0.115	1	5	0.434782609	0.391304348	8	2	6	0	3	4	1425	236	200+
2016_ZEv_26_2,txt	argumentative	2	0.074	0.053	0.032	0.085	1	2	0.189189189	0.594594595	22	11	3	0	0	1	1812	292	250+
2016_ZEv_3_2,txt	argumentative	2	0.051	0.051	0.103	0.090	1	4	0.28125	0.5	18	4	7	0	2	4	1550	259	250+
2016_ZEv_6_2,txt	argumentative	2	0.079	0.000	0.063	0.111	1	3.5	0.2	0.9	17	5	11	0	2	1	1504	270	250+
2016_ZEv_7_2,txt	argumentative	2	0.069	0.000	0.034	0.017	1	1.75	0.368421053	0.5	23	2	2	0	1	3	1351	232	200+
2016_ZEv_8_2,txt	argumentative	2	0.020	0.041	0.082	0.082	1	5.25	0.2	0.75	8	2	6	0	10	5	1085	184	150+
2017_ABl_2_2,txt	argumentative	2	0.046	0.080	0.080	0.103	1	3	0.34375	0.625	13	7	9	0	4	2	1774	290	250+
2017_ABl_26_2,txt	argumentative	2	0.015	0.134	0.090	0.149	1	4	0.428571429	0.607142857	13	2	11	0	5	5	1476	250	250+
2017_ABl_36_2,txt	argumentative	2	0.027	0.045	0.045	0.027	1	2.25	0.511111111	0.622222222	22	1	6	0	2	18	2532	404	350+
2017_ABl_37_2,txt	argumentative	2	0.052	0.094	0.125	0.052	1	4.5	0.6	0.355555556	10	2	17	0	5	4	2063	344	300+
2017_ABl_50_2,txt	argumentative	2	0.030	0.152	0.091	0.030	1	4.5	0.28125	0.5625	16	5	10	0	5	7	1624	292	250+
2017_ABl_7_2,txt	argumentative	2	0.055	0.091	0.127	0.045	1	5.25	0.295454545	0.977272727	18	8	24	0	14	9	2335	386	350+
2017_ABl_9_2,txt	argumentative	2	0.029	0.101	0.043	0.029	1	2.5	0.344827586	0.724137931	16	0	5	0	7	4	1439	246	200+
2017_DOv_19_2,txt	argumentative	2	0.033	0.065	0.043	0.065	1	2.5	0.31372549	0.745098039	24	6	17	0	6	9	2428	435	350+
2017_DOv_32_2,txt	argumentative	2	0.000	0.151	0.041	0.041	1	5.25	0.583333333	0.666666667	11	0	10	0	2	5	1510	248	200+
2017_DOv_7_2,txt	argumentative	2	0.014	0.056	0.083	0.028	1	3	0.558823529	0.617647059	12	2	3	0	4	13	1681	295	250+
2017_DPe_15_2,txt	argumentative	2	0.024	0.120	0.096	0.036	1	4.75	0.46875	0.46875	11	4	12	0	5	3	1482	244	200+
2017_DPe_17_2,txt	argumentative	2	0.014	0.109	0.122	0.014	1	4.5	0.415384615	0.353846154	21	11	14	0	12	6	2391	392	350+
2017_DPe_23_2,txt	argumentative	2	0.044	0.029	0.059	0.000	1	4	0.365853659	0.414634146	20	5	7	0	2	1	1454	250	250+
2017_DPe_44_2,txt	argumentative	2	0.012	0.106	0.082	0.024	1	3.75	0.457142857	0.428571429	13	6	8	0	2	4	1693	300	300+
2017_DPe_59_2,txt	argumentative	2	0.000	0.059	0.059	0.020	1	2.25	0.541666667	0.541666667	17	4	17	0	1	2	2231	390	350+
2017_DPe_72_2,txt	argumentative	2	0.036	0.107	0.054	0.054	1	3	0.428571429	0.75	16	1	8	0	2	6	1226	219	200+
2017_DPe_78_2,txt	argumentative	2	0.083	0.083	0.056	0.014	1	4.25	0.351351351	0.594594595	19	2	9	0	7	4	1702	294	250+
2017_DPe_85_2,txt	argumentative	2	0.000	0.057	0.071	0.029	1	4.25	0.342105263	0.447368421	17	6	10	0	3	4	1500	253	250+
2017_EGe_104_2,txt	argumentative	2	0.041	0.027	0.081	0.027	1	4.25	0.4	0.625	17	4	7	0	7	5	1790	318	300+
2017_EGe_126_2,txt	argumentative	2	0.029	0.088	0.029	0.059	1	2.75	0.307692308	0.769230769	8	7	8	0	5	3	1609	275	250+
2017_EGe_143_2,txt	argumentative	2	0.029	0.130	0.087	0.058	1	3.25	0.258064516	0.709677419	21	1	7	0	3	3	1520	259	250+
2017_EGe_174_2,txt	argumentative	2	0.049	0.127	0.069	0.029	1	5.5	0.333333333	0.476190476	18	6	6	0	6	5	2117	358	350+
2017_EGe_191_2,txt	argumentative	2	0.000	0.186	0.114	0.043	1	2.5	0.407407407	0.814814815	13	3	9	0	0	7	1583	271	250+
2017_EGe_192_2,txt	argumentative	2	0.078	0.094	0.109	0.000	1	2	0.422222222	0.488888889	25	1	8	0	1	4	1653	300	300+
2017_EGe_216_2,txt	argumentative	2	0.012	0.059	0.047	0.094	1	6	0.6	0.9	8	1	17	0	7	5	1724	322	300+
2017_EGe_264_2,txt	argumentative	2	0.097	0.081	0.065	0.113	1	2.25	0.434782609	0.608695652	13	0	7	0	2	4	1278	223	200+
2017_EGe_268_2,txt	argumentative	2	0.043	0.074	0.053	0.032	1	3.5	0.216216216	0.675675676	19	3	3	0	11	15	1673	280	250+
2017_EGe_270_2,txt	argumentative	2	0.040	0.040	0.080	0.000	1	1	0.53125	0.84375	16	0	12	0	1	4	1537	296	250+
2017_OBy_122_2,txt	argumentative	2	0.071	0.060	0.048	0.095	1	4.75	0.405405405	0.567567568	16	5	16	0	2	3	1862	325	300+
2017_OBy_142_2,txt	argumentative	2	0.100	0.167	0.067	0.000	1	3.25	0.25	0.6	14	1	1	0	1	0	900	157	150+
2017_OBy_174_2,txt	argumentative	2	0.101	0.079	0.034	0.090	1	6.75	0.405405405	0.432432432	14	4	6	0	7	7	1646	264	250+
2017_OBy_189_2,txt	argumentative	2	0.111	0.056	0.037	0.056	1	2.75	0.346938776	0.489795918	21	8	11	0	3	3	2381	402	350+
2017_OBy_21_2,txt	argumentative	2	0.076	0.120	0.076	0.076	1	3.75	0.37037037	1.074074074	15	3	9	0	3	12	1685	275	250+
2017_OBy_51_2,txt	argumentative	2	0.020	0.040	0.040	0.080	1	3.25	0.411764706	0.823529412	7	1	3	0	4	1	1068	181	150+
2017_OBy_52_2,txt	argumentative	2	0.167	0.051	0.077	0.115	1	1.5	0.451612903	0.741935484	17	3	4	0	1	3	1659	286	250+
2017_OBy_53_2,txt	argumentative	2	0.125	0.042	0.021	0.104	1	3.25	0.454545455	0.545454545	7	6	5	0	1	6	1013	165	150+
2017_OBy_62_2,txt	argumentative	2	0.020	0.039	0.059	0.020	1	4.75	0.5625	0.6875	5	1	4	0	2	3	1010	167	150+
2017_OBy_88_2,txt	argumentative	2	0.058	0.077	0.077	0.038	1	2.25	0.46875	0.34375	14	3	2	0	1	2	1238	224	200+
2017_VSa_57_2,txt	argumentative	2	0.048	0.084	0.096	0.048	1	5	0.297297297	0.864864865	16	2	10	0	14	12	1756	316	300+
2017_VSa_67_2,txt	argumentative	2	0.066	0.143	0.154	0.011	1	4	0.159090909	0.772727273	19	7	5	0	14	8	1922	328	300+
2017_VSa_68_2,txt	argumentative	2	0.037	0.101	0.119	0.046	1	3.5	0.288888889	0.755555556	27	5	6	0	12	10	2205	388	350+
2017_VSa_7_2,txt	argumentative	2	0.037	0.074	0.046	0.037	1	4.5	0.365853659	0.487804878	16	8	16	0	5	1	1909	313	300+
2017_VSa_72_2,txt	argumentative	2	0.023	0.140	0.081	0.058	1	3.5	0.424242424	0.575757576	14	2	11	0	5	14	1770	309	300+
2017_VSa_77_2,txt	argumentative	2	0.033	0.109	0.120	0.022	1	5.5	0.368421053	0.684210526	18	4	12	1	8	10	1787	307	300+
2017_VSa_83_2,txt	argumentative	2	0.032	0.127	0.127	0.048	1	4.5	0.4	0.76	12	2	6	0	5	5	1224	209	200+
2017_VSa_88_2,txt	argumentative	2	0.048	0.131	0.071	0.000	1	4.25	0.222222222	0.75	24	3	5	0	7	10	1642	277	250+
2017_VSa_98_2,txt	argumentative	2	0.036	0.060	0.083	0.167	1	2	0.27027027	0.810810811	26	5	8	0	5	10	1860	332	300+
2019_ABu_215_2,txt	argumentative	2	0.073	0.104	0.104	0.031	1	5	0.234042553	0.595744681	27	7	6	0	10	5	2017	346	300+
2019_ABu_79_2,txt	argumentative	2	0.024	0.122	0.114	0.041	1	4.5	0.363636364	0.590909091	16	6	12	0	8	2	2294	362	350+
2019_EEr_107_2,txt	argumentative	2	0.024	0.095	0.060	0.107	1	4	0.217391304	0.739130435	8	6	7	0	5	5	1671	274	250+
2019_EEr_129_2,txt	argumentative	2	0.067	0.056	0.100	0.044	1	2.75	0.303571429	0.535714286	29	13	12	0	2	8	2110	377	350+
2019_EEr_134_2,txt	argumentative	2	0.060	0.134	0.134	0.060	1	3	0.2	1.1	13	2	11	0	4	7	1256	205	200+
2019_EEr_136_2,txt	argumentative	2	0.055	0.033	0.088	0.011	1	2	0.433333333	0.933333333	14	5	9	0	3	2	1876	308	300+
2019_EEr_141_2,txt	argumentative	2	0.037	0.074	0.065	0.037	1	4	0.357142857	0.595238095	22	3	12	0	3	19	2186	387	350+
2019_EEr_143_2,txt	argumentative	2	0.000	0.122	0.108	0.000	1	2.75	0.444444444	0.611111111	14	2	11	0	2	3	1652	292	250+
2019_EEr_148_2,txt	argumentative	2	0.043	0.051	0.065	0.051	1	4.75	0.375	0.583333333	19	6	17	0	6	7	2643	454	350+
2019_EEr_271_2,txt	argumentative	2	0.000	0.069	0.046	0.000	1	2.75	0.441176471	0.852941176	12	1	17	0	8	8	1627	281	250+
2019_EEr_278_2,txt	argumentative	2	0.069	0.052	0.086	0.000	1	4.25	0.25	0.694444444	20	3	11	0	10	4	1475	264	250+
2019_EEr_286_2,txt	argumentative	2	0.022	0.087	0.109	0.109	1	3.25	0.2	1	18	6	10	0	7	6	2025	361	350+
2019_EEr_287_2,txt	argumentative	2	0.050	0.013	0.038	0.075	1	4	0.385964912	0.49122807	32	5	4	0	2	12	2035	373	350+
2019_EEr_292_2,txt	argumentative	2	0.067	0.090	0.067	0.056	1	4.5	0.342857143	0.485714286	15	10	9	0	1	5	1777	303	300+
2019_EEr_301_2,txt	argumentative	2	0.000	0.077	0.051	0.051	1	2.25	0.416666667	1	21	1	7	0	5	10	2064	351	350+
2019_EEr_99_2,txt	argumentative	2	0.045	0.080	0.071	0.036	1	4.25	0.279069767	0.604651163	17	4	15	0	13	6	2098	350	350+
2014_AAl_1_2,txt	argumentative	1	0.044	0.122	0.100	0.044	0	3.75	0.25	0.78125	18	1	9	0	8	1	1767	296	250+
2014_AAl_10_2,txt	argumentative	1	0.041	0.110	0.068	0.041	0	4	0.208333333	1.291666667	16	1	12	0	6	7	1681	290	250+
2014_AAl_12_2,txt	argumentative	1	0.069	0.172	0.126	0.069	0	3.25	0.375	0.8125	23	2	12	0	5	4	1903	317	300+
2014_AAl_21_2,txt	argumentative	1	0.027	0.137	0.137	0.055	0	2.75	0.416666667	0.958333333	11	1	10	0	3	4	1506	251	250+
2014_AAl_26_2,txt	argumentative	1	0.037	0.093	0.009	0.093	0	3.5	0.473684211	0.552631579	9	7	20	0	3	2	2251	363	350+
2014_ADe_1_2,txt	argumentative	1	0.030	0.015	0.015	0.015	0	4	0.322580645	0.548387097	17	4	9	0	3	6	1320	225	200+
2014_ADe_11_2,txt	argumentative	1	0.070	0.035	0.018	0.018	0	3.5	0.4375	0.5625	14	2	5	0	4	5	1481	249	200+
2014_ADe_14_2,txt	argumentative	1	0.063	0.025	0.050	0.013	0	4.25	0.348837209	0.697674419	18	4	16	0	14	7	1869	314	300+
2014_AEr_8_2,txt	argumentative	1	0.066	0.092	0.092	0.026	0	2.75	0.314285714	0.685714286	21	1	9	0	6	2	1752	308	300+
2014_AMe_16_2,txt	argumentative	1	0.013	0.076	0.038	0.013	0	3.75	0.3125	0.5	17	5	8	0	3	2	1534	262	250+
2014_AMe_17_2,txt	argumentative	1	0.020	0.082	0.020	0.020	0	2.5	0.323529412	0.676470588	21	2	1	0	3	11	1280	215	200+
2014_AMe_18_2,txt	argumentative	1	0.015	0.118	0.103	0.029	0	3.5	0.466666667	0.533333333	12	4	12	0	4	4	1304	219	200+
2014_AMe_20_2,txt	argumentative	1	0.019	0.151	0.038	0.000	0	2.5	0.48	0.72	14	0	3	0	1	6	1329	228	200+
2014_ASt_14_2,txt	argumentative	1	0.049	0.148	0.086	0.037	0	2.75	0.305555556	0.75	22	1	6	0	2	7	1703	283	250+
2014_ASt_18_2,txt	argumentative	1	0.028	0.093	0.037	0.065	0	3	0.416666667	0.6875	23	4	17	0	9	11	2365	418	350+
2014_ASt_22_2,txt	argumentative	1	0.067	0.033	0.117	0.017	0	3	0.428571429	0.714285714	11	0	12	0	10	2	1763	321	300+
2014_ASt_27_2,txt	argumentative	1	0.053	0.092	0.118	0.000	0	4	0.541666667	0.625	8	1	6	0	3	9	1472	249	200+
2014_ASt_30_2,txt	argumentative	1	0.100	0.060	0.080	0.060	0	2.75	0.5	1	8	0	11	0	4	2	1365	238	200+
2014_ASt_38_2,txt	argumentative	1	0.027	0.013	0.093	0.027	0	5.25	0.466666667	0.366666667	10	2	8	0	4	0	1578	267	250+
2014_ASt_41_2,txt	argumentative	1	0.049	0.073	0.049	0.049	0	1.25	0.21875	0.875	22	0	5	0	5	2	1364	261	250+
2014_ASt_42_2,txt	argumentative	1	0.000	0.026	0.077	0.026	0	2.5	0.375	0.791666667	14	2	3	0	2	3	1108	198	150+
2014_DAr_11_2,txt	argumentative	1	0.078	0.125	0.172	0.000	0	4.25	0.307692308	0.884615385	14	4	11	0	3	8	1452	242	200+
2014_DAr_3_2,txt	argumentative	1	0.029	0.116	0.072	0.014	0	4.5	0.130434783	0.869565217	14	3	8	0	3	2	1387	228	200+
2014_DAr_40_2,txt	argumentative	1	0.115	0.098	0.098	0.098	0	3	0.4	0.85	12	1	13	0	1	1	1177	193	150+
2014_DAr_42_2,txt	argumentative	1	0.035	0.094	0.024	0.012	0	4.75	0.425531915	0.553191489	17	5	10	0	7	4	1816	325	300+
2014_DZu_14_2,txt	argumentative	1	0.017	0.034	0.034	0.136	0	1.75	0.419354839	0.741935484	19	1	4	0	0	6	1323	234	200+
2014_DZu_2_2,txt	argumentative	1	0.037	0.148	0.259	0.000	0	4	0.4	0.68	10	0	7	0	7	4	1393	242	200+
2014_DZu_36_2,txt	argumentative	1	0.010	0.000	0.029	0.029	0	4.75	0.586956522	0.630434783	12	2	13	0	9	12	2128	390	350+
2014_DZu_7_2,txt	argumentative	1	0.021	0.042	0.083	0.083	0	3.5	0.375	1.3125	8	0	12	0	5	4	1231	220	200+
2014_EEm_10_2,txt	argumentative	1	0.029	0.130	0.058	0.014	0	2.25	0.6	0.88	11	0	11	0	1	1	1850	351	350+
2014_EEm_14_2,txt	argumentative	1	0.045	0.090	0.045	0.060	0	5.25	0.3	0.666666667	14	2	12	0	7	3	1575	274	250+
2014_EEm_18_2,txt	argumentative	1	0.020	0.137	0.020	0.020	0	1.75	0.454545455	1.090909091	9	0	5	0	0	2	936	153	150+
2014_EEm_21_2,txt	argumentative	1	0.078	0.094	0.078	0.078	0	1.75	0.45	1	14	0	11	0	0	2	1395	250	250+
2014_EEm_27_2,txt	argumentative	1	0.028	0.085	0.056	0.070	0	3.25	0.333333333	0.9	18	4	14	0	2	5	1747	303	300+
2014_EEm_28_2,txt	argumentative	1	0.000	0.040	0.040	0.000	0	3.5	0.2	0.7	7	1	5	0	1	1	563	97	<150
2014_EEm_29_2,txt	argumentative	1	0.013	0.127	0.038	0.063	0	5.5	0.314285714	0.314285714	11	12	11	0	2	2	1549	246	200+
2014_EEm_30_2,txt	argumentative	1	0.018	0.055	0.091	0.073	0	2.25	0.181818182	1	14	0	4	0	6	5	1168	208	200+
2014_EEm_31_2,txt	argumentative	1	0.038	0.075	0.132	0.075	0	3.25	0.321428571	1.107142857	24	1	8	1	2	7	1446	267	250+
2014_EEm_34_2,txt	argumentative	1	0.027	0.081	0.095	0.014	0	2.75	0.304347826	0.869565217	13	0	7	0	4	1	1454	246	200+
2014_EEm_4_2,txt	argumentative	1	0.094	0.075	0.038	0.075	0	4	0.380952381	1.095238095	13	1	9	0	2	5	1309	228	200+
2014_EEm_40_2,txt	argumentative	1	0.025	0.074	0.049	0.049	0	3.75	0.379310345	0.931034483	14	2	18	0	4	2	1806	314	300+
2014_EEm_8_2,txt	argumentative	1	0.015	0.074	0.088	0.088	0	2.5	0.260869565	1.391304348	22	0	6	0	2	5	1674	296	250+
2014_EPa_1_2,txt	argumentative	1	0.016	0.111	0.063	0.079	0	5.25	0.208333333	0.708333333	14	8	7	1	1	3	1360	224	200+
2014_EPa_10_2,txt	argumentative	1	0.023	0.045	0.034	0.011	0	4.5	0.375	0.275	9	10	3	0	3	11	1702	283	250+
2014_EPa_12_2,txt	argumentative	1	0.048	0.048	0.048	0.016	0	3.5	0.5	0.421052632	15	2	8	0	2	5	1492	261	250+
2014_EPa_14_2,txt	argumentative	1	0.043	0.000	0.000	0.029	0	3.5	0.382352941	0.529411765	20	3	9	0	0	1	1639	295	250+
2014_EPa_15_2,txt	argumentative	1	0.049	0.098	0.033	0.082	0	3.25	0.484848485	0.666666667	18	1	5	0	0	1	1478	259	250+
2014_EPa_16_2,txt	argumentative	1	0.074	0.096	0.064	0.064	0	4.5	0.447368421	0.552631579	18	3	10	0	1	2	1959	332	300+
2014_EPa_18_2,txt	argumentative	1	0.092	0.069	0.057	0.069	0	4	0.212765957	0.70212766	29	8	7	0	5	12	1923	330	300+
2014_EPa_30_2,txt	argumentative	1	0.064	0.077	0.090	0.026	0	5.25	0.395348837	0.488372093	15	6	8	0	8	9	1579	269	250+
2014_EPa_33_2,txt	argumentative	1	0.064	0.170	0.064	0.021	0	3.25	0.434782609	0.347826087	11	2	3	0	0	4	877	134	<150
2014_EPa_34_2,txt	argumentative	1	0.029	0.116	0.058	0.072	0	3.75	0.222222222	0.851851852	13	6	10	0	3	6	1501	253	250+
2014_EPa_36_2,txt	argumentative	1	0.053	0.066	0.039	0.000	0	3.5	0.348837209	0.488372093	21	1	12	0	4	7	1500	268	250+
2014_EPa_37_2,txt	argumentative	1	0.084	0.095	0.084	0.053	0	5	0.285714286	0.857142857	18	4	14	0	8	5	1907	308	300+
2014_EPa_62_2,txt	argumentative	1	0.012	0.085	0.012	0.024	0	2	0.311111111	0.555555556	20	8	16	0	0	0	1881	332	300+
